,location_type,osmid,location_lat,location_long,tags
115,node,262256353,37.3268716,-121.9426933,parking
116,node,262256364,37.3250904,-121.9483753,cinema
117,node,264929359,37.4149224,-122.0272963,parking
118,node,264929562,37.4167692,-122.0254095,parking
119,node,264929698,37.4191756,-122.0246113,parking
120,node,264929853,37.4166602,-122.0271249,parking
121,node,264930712,37.414456,-122.0019494,parking
122,node,264930807,37.4155016,-122.024532,parking
123,node,264930809,37.4156254,-122.0227245,parking
124,node,264931259,37.4176623,-122.029186,parking
125,node,264931825,37.404127,-122.0312863,parking
126,node,264954098,37.3415009,-122.0624029,school
127,node,265502932,37.3431784,-122.0436342,school
128,node,265503325,37.337357,-122.046048,school
129,node,265503345,37.3467183,-122.0346822,school
130,node,265503382,37.3557389,-122.0369108,school
131,node,265507349,37.3872903,-122.1750238,parking
132,node,265654906,37.4218611,-122.0821669,parking
133,node,265655753,37.4229462,-122.0859871,parking
134,node,265656166,37.419607,-122.0815947,parking
135,node,266256824,37.4510164,-122.1068089,parking
136,node,266587527,37.3618682,-122.0243763,fast_food
137,node,266587528,37.3611013,-122.0260135,fast_food
138,node,266625622,37.3587349,-122.0318678,fuel
139,node,266625630,37.3676849,-122.0364597,bank
140,node,266625632,37.3687558,-122.0364375,restaurant
141,node,266630157,37.3515065,-122.0044816,fast_food
142,node,266630160,37.3529944,-122.0045772,fast_food
143,node,266630162,37.3514098,-122.0061096,restaurant
144,node,266630163,37.351412,-122.0064404,restaurant
145,node,266639513,37.3637045,-122.0266577,fast_food
146,node,266651403,37.4051796,-122.0145573,place_of_worship
147,node,266651419,37.3538012,-121.9999994,restaurant
148,node,266671565,37.3684685,-122.0374992,restaurant
149,node,266671567,37.3678173,-122.0361235,fast_food
150,node,266671571,37.3686282,-122.0375293,bank
151,node,266799038,37.3617299,-122.0269704,pharmacy
152,node,266913703,37.3731217,-122.087399,fuel
153,node,267599245,37.3479058,-121.9321693,Unlisted
154,node,267983305,37.3831866,-122.0020718,Unlisted
155,node,267984815,37.3782704,-121.9953212,restaurant
156,node,269195115,37.4344953,-122.1624303,Unlisted
157,node,269827161,37.3400615,-122.0426055,restaurant
158,node,269827165,37.339116,-122.041753,bank
159,node,270031380,37.3897514,-121.9833391,cinema
160,node,270031383,37.3885562,-121.9837756,restaurant
161,node,270031385,37.3891928,-121.9837063,fast_food
162,node,270031387,37.3894651,-121.9838892,restaurant
163,node,271772033,37.4210404,-122.0907685,parking
164,node,271772293,37.4201723,-122.0873326,parking
165,node,271772914,37.4206047,-122.0882229,parking
166,node,271819928,37.2747733,-121.8623725,parking
167,node,272106986,37.4774571,-122.1422167,parking
168,node,272169161,37.3957909,-122.114375,school
169,node,272205801,37.3951243,-122.0793742,parking
170,node,272206127,37.3937828,-122.0802843,parking
171,node,272301400,37.350294,-122.091601,parking
172,node,274845052,37.3595714,-122.0537189,school
173,node,274845112,37.367014,-122.0574526,school
174,node,274845135,37.3733492,-122.0747447,school
175,node,274845258,37.3726688,-122.1081699,school
176,node,275857105,37.4031196,-121.9760688,parking
177,node,276314549,37.3568542,-122.0723579,school
178,node,276314595,37.35688,-122.0685842,school
179,node,276314598,37.3595426,-122.063257,school
180,node,276320198,37.4192026,-122.0942536,fast_food
181,node,276324764,37.3709752,-121.930242,parking
182,node,276326291,37.3785643,-121.891095,parking
183,node,276835891,37.342219,-122.0731505,post_box
184,node,276836154,37.3371146,-122.0667561,cafe
185,node,276836172,37.3372717,-122.0661605,cafe
186,node,276837411,37.3447028,-122.0612115,post_box
187,node,276838634,37.3433381,-122.0826262,school
188,node,277020623,37.2574438,-121.7902937,parking
189,node,277020637,37.2577375,-121.7904008,toilets
190,node,277358383,37.3813979,-122.1017502,school
191,node,277358559,37.38853,-122.1108743,school
192,node,277447104,37.2342195,-121.7620925,toilets
193,node,277862955,37.4098426,-122.0241882,parking
194,node,279625775,37.3926916,-122.0797552,post_box
195,node,279670903,37.3268117,-122.0632401,parking
196,node,279673392,37.359511,-122.0776694,post_box
197,node,279775809,37.2809804,-121.8131586,parking
198,node,279775820,37.2826553,-121.8119602,parking
199,node,279775832,37.2810511,-121.8089443,parking
200,node,280015891,37.3736757,-122.0314807,parking
201,node,280830787,37.419034,-122.097141,post_box
202,node,281136405,37.3337802,-121.8818161,cafe
203,node,281137185,37.3324568,-121.8812179,parking
204,node,281137411,37.3318619,-121.8823699,parking
205,node,281137702,37.3354942,-121.8855857,library
206,node,281144922,37.2869514,-121.810677,parking
207,node,281144972,37.2874869,-121.8124454,parking
208,node,281196470,37.3342762,-121.8807222,bicycle_parking
209,node,281303861,37.3381583,-121.8798724,parking
210,node,281362247,37.3885813,-122.0446054,post_box
211,node,281363140,37.3817291,-122.049045,school
212,node,281367616,37.3932839,-122.073351,parking
213,node,281367676,37.3932765,-122.0784592,parking
214,node,281450412,37.3544551,-122.050933,parking
215,node,281620247,37.4006149,-122.1299862,grave_yard
216,node,281620924,37.3947267,-122.1242411,school
217,node,281866258,37.4234926,-122.1649121,parking
218,node,281869945,37.4243217,-122.1656287,fast_food
219,node,281870028,37.424076,-122.1708258,cafe
220,node,281870039,37.423915,-122.171192,restaurant
221,node,281870129,37.4242642,-122.1707343,fast_food
222,node,281870179,37.4244372,-122.1707142,fast_food
223,node,281870184,37.4244824,-122.1708716,fast_food
224,node,281870217,37.4250488,-122.1704961,fast_food
225,node,282413097,37.3809227,-121.8732566,school
226,node,282626306,37.2911303,-121.927199,school
227,node,282659094,37.337599,-121.8858187,social_centre
228,node,282659108,37.3373625,-121.886316,Unlisted
229,node,282828352,37.3111059,-121.7668714,school
230,node,283006400,37.3423967,-121.8965999,toilets
231,node,283272935,37.3561983,-121.8965881,toilets
232,node,283273051,37.3538738,-121.9023502,school
233,node,283278166,37.3514901,-121.883408,toilets
234,node,283278256,37.3529062,-121.8842494,toilets
235,node,283278923,37.3541137,-121.8763158,school
236,node,285787568,37.3200637,-121.8549855,parking
237,node,286083861,37.3461804,-121.9410291,parking
238,node,286084118,37.3471877,-121.9548283,place_of_worship
239,node,286085167,37.3507407,-121.9506009,parking
240,node,286085212,37.3467913,-121.9437785,school
241,node,286086535,37.347351,-121.9398158,food_court
242,node,286093614,37.3975032,-121.9478126,school
243,node,286095534,37.3458549,-121.907901,toilets
244,node,286095880,37.3460639,-121.9076289,parking
245,node,286096237,37.3443884,-121.9092627,toilets
246,node,286099663,37.3427197,-121.9076102,parking
247,node,286099970,37.3413464,-121.9033509,parking
248,node,286100955,37.351258,-121.9119392,social_facility
249,node,286104754,37.3379631,-121.9043605,parking
250,node,286104757,37.3384548,-121.9063252,parking
251,node,286130663,37.3312998,-121.8970963,parking
252,node,286385753,37.3389249,-122.0425058,restaurant
253,node,286629923,37.3282923,-121.8914605,parking
254,node,286629963,37.3338532,-121.8868214,theatre
255,node,286637380,37.2897491,-121.9343719,parking
256,node,286637448,37.2875534,-121.9342711,parking
257,node,286637610,37.2885258,-121.9348796,parking
258,node,286637642,37.2889542,-121.9356603,parking
259,node,286640394,37.2860896,-121.9395706,parking
260,node,286899591,37.3369759,-121.865186,school
261,node,286902062,37.3462058,-121.8725908,parking
262,node,286902860,37.351293,-121.8719407,school
263,node,286902922,37.3529897,-121.8734242,school
264,node,286902992,37.3489897,-121.8727711,parking
265,node,286902996,37.3496174,-121.8704794,parking
266,node,286902997,37.3514035,-121.8735848,parking
267,node,286903227,37.3401404,-121.8856286,school
268,node,286903264,37.3400236,-121.8854998,parking
269,node,287232719,37.3568227,-122.0253266,community_centre
270,node,287237693,37.3923311,-122.0397338,parking
271,node,287462718,37.4293614,-122.1735455,cafe
272,node,287468539,37.4235439,-122.1717305,parking
273,node,287468541,37.422671,-122.1700929,parking
274,node,287472065,37.4295046,-122.1848358,parking
275,node,287472873,37.4310591,-122.182345,parking
276,node,287473726,37.4341149,-122.1762174,Unlisted
277,node,287475631,37.4313251,-122.1761732,parking
278,node,287475808,37.4218262,-122.161401,parking
279,node,287481906,37.4327428,-122.1609156,parking
280,node,287481913,37.4334743,-122.1632608,parking
281,node,287482979,37.4330232,-122.1710149,fast_food
282,node,287483356,37.438443,-122.1589092,pharmacy
283,node,287483377,37.4268792,-122.1703894,place_of_worship
284,node,287483398,37.4235286,-122.1583978,restaurant
285,node,287483450,37.421958,-122.1639419,clinic
286,node,287496917,37.3969913,-121.8802571,school
287,node,287497032,37.3981523,-121.8803795,parking
288,node,287498899,37.3885983,-121.8736316,parking
289,node,287509225,37.355343,-121.8656926,school
290,node,287511106,37.3372639,-121.8636207,school
291,node,287790575,37.2336499,-121.794197,school
292,node,287791873,37.2258591,-121.7898454,parking
293,node,287793425,37.2360096,-121.7867273,parking
294,node,287793444,37.2378514,-121.7904549,parking
295,node,288086029,37.2883957,-121.8181689,parking
296,node,288086954,37.2845097,-121.8128023,toilets
297,node,288211735,37.4338528,-122.1656572,parking
298,node,288590814,37.3309685,-121.8902228,theatre
299,node,288996030,37.3937564,-121.974427,parking
300,node,288996038,37.3935736,-121.9682281,parking
301,node,288996398,37.3994229,-121.975701,parking
302,node,288999691,37.411371,-121.9984489,parking
303,node,289841630,37.4182874,-121.9293622,Unlisted
304,node,289841759,37.4178239,-121.9214915,parking
305,node,289842092,37.3904653,-121.9863901,college
306,node,289876724,37.3682541,-122.0338196,parking
307,node,290053921,37.3036577,-122.0747944,parking
308,node,290054042,37.3041677,-122.072939,parking
309,node,290057267,37.306849,-122.073725,parking
310,node,290288735,37.4792248,-122.1518909,fuel
311,node,290558473,37.4086869,-122.1007577,school
312,node,292438530,37.3262636,-122.1795067,parking
313,node,292441631,37.3258248,-122.1789979,parking
314,node,292444659,37.4226941,-122.1148001,parking
315,node,292444687,37.4232793,-122.1158785,parking
316,node,292445553,37.3766745,-122.0764679,fast_food
317,node,301352520,37.4049279,-121.9757577,Unlisted
318,node,301352530,37.4041711,-121.9768352,Unlisted
319,node,302117373,37.4259676,-122.1688832,clock
320,node,302471378,37.3254073,-122.1785047,toilets
321,node,303219096,37.3382722,-122.009687,fuel
322,node,303703658,37.3314588,-122.0308434,parking
323,node,303809251,37.428219,-122.143097,restaurant
324,node,303809254,37.4278647,-122.1442042,restaurant
325,node,303809258,37.4272421,-122.1442706,cafe
326,node,303809267,37.4265636,-122.1448375,restaurant
327,node,303809300,37.4257903,-122.1450634,restaurant
328,node,303809307,37.4272472,-122.1434243,restaurant
329,node,303809310,37.4262198,-122.1447011,restaurant
330,node,303809335,37.4267498,-122.1442408,restaurant
331,node,303809339,37.4281388,-122.1431548,restaurant
332,node,303809343,37.4267838,-122.1441329,restaurant
333,node,303815369,37.4263322,-122.1440462,parking
334,node,303815501,37.4280067,-122.1426342,parking
335,node,304808522,37.4251795,-122.1449624,parking
336,node,305344683,37.3432441,-121.9192372,parking
337,node,305590595,37.4460408,-122.1709889,parking
338,node,305876512,37.3162253,-122.045377,parking
339,node,305876541,37.3194493,-122.0441629,parking
340,node,305876668,37.3643163,-122.1914112,parking
341,node,306531575,37.3333205,-122.0858243,parking
342,node,306531586,37.3319622,-122.0844409,parking
343,node,306531600,37.333108,-122.0869364,parking
344,node,306531648,37.3606722,-122.1244051,parking
345,node,306531676,37.3641133,-122.1320083,parking
346,node,306531760,37.3879729,-122.1632696,parking
347,node,311352994,37.3673759,-122.0791928,parking
348,node,311400798,37.3611805,-122.0663054,parking
349,node,311401254,37.3602184,-122.0640373,parking
350,node,311438049,37.3730119,-122.0955409,school
351,node,311454891,37.3732478,-122.0912603,post_box
352,node,311937046,37.4140254,-121.8999198,parking
353,node,312117578,37.366033,-121.8574251,school
354,node,312390407,37.2797459,-121.9494515,parking
355,node,312391783,37.3005017,-121.9288174,parking
356,node,312403860,37.2929568,-121.8741947,parking
357,node,312404087,37.2921238,-121.8731304,parking
358,node,312406099,37.258142,-121.8599328,parking
359,node,312406122,37.2582046,-121.8617797,parking
360,node,312406294,37.2568364,-121.8603202,parking
361,node,312415018,37.2471761,-121.8306775,parking
362,node,312415801,37.2539424,-121.8625744,parking
363,node,312415802,37.2527993,-121.8625671,parking
364,node,312415805,37.2518064,-121.861012,parking
365,node,312415820,37.2514062,-121.8651227,parking
366,node,312415931,37.2505645,-121.8655656,parking
367,node,312415986,37.2512377,-121.8611256,parking
368,node,312418194,37.4047383,-121.9657258,parking
369,node,312658049,37.3588062,-122.0922826,toilets
370,node,312681722,37.3287045,-121.8835498,school
371,node,312700631,37.3234319,-121.8632834,parking
372,node,312701013,37.3198134,-121.8622634,Unlisted
373,node,312701460,37.3187103,-121.8639767,Unlisted
374,node,312717682,37.3713608,-121.8758781,marketplace
375,node,312717686,37.3674358,-121.8751409,parking
376,node,312722510,37.3207683,-121.8594591,parking
377,node,312828156,37.3211952,-121.8709433,parking
378,node,312936382,37.3654562,-121.9758601,school
379,node,312937841,37.3299418,-121.9890032,school
380,node,312938202,37.3347787,-121.988069,school
381,node,312938815,37.3490596,-121.9868713,school
382,node,312941216,37.3632382,-121.9866559,school
383,node,312941219,37.3668131,-121.9871017,parking
384,node,312941630,37.3660224,-121.9880137,theatre
385,node,312941668,37.3664512,-121.9882209,parking
386,node,312942732,37.3596814,-121.9876216,school
387,node,312942835,37.3593516,-121.9725497,school
388,node,312942841,37.3572387,-121.9745844,school
389,node,312943722,37.3591695,-121.971543,parking
390,node,312972225,37.4184027,-121.8978827,restaurant
391,node,312973031,37.4186079,-121.8986948,cinema
392,node,313096662,37.3746125,-121.9226102,parking
393,node,313096749,37.3763185,-121.9208753,parking
394,node,313096761,37.3778463,-121.9220597,parking
395,node,313097195,37.3779895,-121.9221885,parking
396,node,313100082,37.2875212,-121.8127078,toilets
397,node,313109318,37.4038873,-121.9683793,parking
398,node,313109346,37.404608,-121.9714403,parking
399,node,313109369,37.4066249,-121.9702313,parking
400,node,313109462,37.4145103,-121.9706044,parking
401,node,313109823,37.4245793,-121.968498,community_centre
402,node,313109844,37.4242062,-121.9678059,school
403,node,313109893,37.4241901,-121.9678063,parking
404,node,313109954,37.4247745,-121.9692103,library
405,node,313127860,37.3323242,-121.8861224,cinema
406,node,313177983,37.4189041,-122.0178824,parking
407,node,313220164,37.3754785,-121.9249017,parking
408,node,313220303,37.3756354,-121.9229105,bicycle_parking
409,node,313225074,37.3360266,-121.8926895,restaurant
410,node,313250895,37.3306269,-121.8866153,theatre
411,node,313251997,37.3243838,-121.8907497,parking
412,node,313252043,37.3318772,-121.899076,parking
413,node,313260520,37.3955835,-121.8409261,school
414,node,313261216,37.3627309,-122.083524,school
415,node,313261447,37.3543804,-122.0863993,post_office
416,node,313261470,37.3895484,-121.8502595,school
417,node,313262295,37.3924285,-121.849159,parking
418,node,313263164,37.3894266,-121.8873267,post_office
419,node,313267189,37.392306,-121.8492258,public_building
420,node,313267208,37.3926535,-121.8483007,toilets
421,node,313267358,37.3914738,-121.8432538,fire_station
422,node,313267360,37.3907359,-121.8406622,school
423,node,313268521,37.3752113,-121.8436277,school
424,node,313268627,37.3775816,-121.8420689,school
425,node,313268642,37.3795507,-121.8391784,school
426,node,313268675,37.3787795,-121.8515966,school
427,node,313268729,37.3822911,-121.8347128,school
428,node,313268864,37.3694427,-121.8379468,school
429,node,313268905,37.3692941,-121.8395817,school
430,node,313268949,37.3703278,-121.8320518,school
431,node,313269156,37.3660232,-121.82839,school
432,node,313269357,37.3793822,-121.8240878,school
433,node,313270070,37.3973518,-121.8519399,school
434,node,313282537,37.2310799,-121.8094594,school
435,node,313282679,37.2349335,-121.8485878,school
436,node,313282712,37.2299249,-121.8374231,school
437,node,313282735,37.2310863,-121.839036,parking
438,node,313284422,37.4470976,-121.9226473,parking
439,node,313284650,37.4256706,-121.9244154,parking
440,node,313422835,37.3268208,-121.8752593,fuel
441,node,313422931,37.3411416,-121.879584,fuel
442,node,313549783,37.3593131,-121.9033329,post_box
443,node,313549816,37.36518,-121.9076845,post_box
444,node,313639069,37.3808295,-121.9173345,post_box
445,node,313806822,37.4530449,-122.1748924,parking
446,node,313806826,37.4519316,-122.1767191,parking
447,node,313845919,37.4847298,-122.1456464,parking
448,node,313849017,37.4430911,-122.1445787,school
449,node,313850729,37.4343013,-122.1550671,school
450,node,314046935,37.4237917,-122.1736167,parking
451,node,314047879,37.28794,-121.7966069,parking
452,node,314048077,37.2878387,-121.7964493,parking
453,node,314048869,37.4227328,-122.1818707,parking
454,node,314049392,37.4254131,-122.1817149,parking
455,node,314051489,37.4196653,-122.1753304,parking
456,node,314070692,37.2985609,-121.8006051,parking
457,node,314070823,37.2888256,-121.8187006,toilets
458,node,314070856,37.4333398,-122.1720051,parking_entrance
459,node,314076914,37.3707425,-122.0799291,community_centre
460,node,314077009,37.3708175,-122.0794363,swimming_pool
461,node,314082106,37.3527626,-122.0864436,bank
462,node,314082182,37.352972,-122.0873697,cafe
463,node,314082906,37.3540568,-122.0887173,fuel
464,node,314084149,37.5290891,-122.0640526,parking
465,node,314084185,37.5316694,-122.0740952,toilets
466,node,314101380,37.4391646,-122.1532395,school
467,node,314131211,37.258304,-122.1214768,parking
468,node,314138178,37.2905815,-122.1544332,parking
469,node,314138732,37.3432934,-121.9410896,school
470,node,314140949,37.3435894,-121.9633434,school
471,node,314148009,37.3659541,-122.0871149,place_of_worship
472,node,314148334,37.3747123,-122.0851984,parking
473,node,314149274,37.3102724,-122.1723135,parking
474,node,314149819,37.3716702,-122.0874986,pharmacy
475,node,314149871,37.3730028,-122.0880624,bank
476,node,314150535,37.3719501,-122.0883667,restaurant
477,node,314150953,37.3727411,-122.0883999,restaurant
478,node,314151192,37.3717168,-122.0882294,post_office
479,node,314151864,37.3604848,-122.0962751,parking
480,node,314153336,37.2193226,-121.9361575,parking
481,node,314156061,37.3119564,-121.9625219,school
482,node,314170757,37.3032524,-122.074722,toilets
483,node,314177121,37.3014007,-122.0759558,parking
484,node,314185786,37.3187167,-122.1539093,toilets
485,node,314186455,37.3185421,-122.1537441,telephone
486,node,314443668,37.3729974,-122.0879246,fast_food
487,node,314444805,37.3735872,-122.0861405,parking
488,node,314483048,37.3602553,-122.0685254,parking
489,node,314520282,37.4178278,-122.0130741,recycling
490,node,314790029,37.4122495,-122.0001356,parking
491,node,314819166,37.3320939,-121.9262223,library
492,node,314819275,37.3319097,-121.9257331,school
493,node,314819309,37.3306676,-121.924128,parking
494,node,314819356,37.3333156,-121.9242396,parking
495,node,314819398,37.3324216,-121.9228234,parking
496,node,314819840,37.333421,-121.9241775,community_centre
497,node,314820802,37.332756,-121.9232526,theatre
498,node,314949231,37.448858,-122.1353129,school
499,node,314954206,37.3302814,-121.8697564,parking
500,node,314954225,37.32965,-121.8694693,parking
501,node,314954299,37.3300673,-121.868982,parking
502,node,314954368,37.3306064,-121.8687932,parking
503,node,314954447,37.3310432,-121.8686044,parking
504,node,315018310,37.364585,-122.0818857,parking
505,node,315018327,37.3645408,-122.0835055,parking
506,node,315023714,37.3449042,-122.0548371,post_box
507,node,315023886,37.3486261,-122.0423545,place_of_worship
508,node,315023949,37.3516896,-122.0424967,place_of_worship
509,node,315023969,37.3519306,-122.043617,parking
510,node,315024019,37.3524507,-122.031886,fuel
511,node,315024108,37.3518077,-122.0332098,veterinary
512,node,315024671,37.3411221,-122.056794,school
513,node,315025179,37.3558929,-122.0430496,school
514,node,315068178,37.4639934,-121.9309138,parking
515,node,315068219,37.4801929,-121.9485109,parking
516,node,315091918,37.3810713,-122.1137666,library
517,node,315092078,37.381902,-122.1134078,parking
518,node,315092158,37.3800232,-122.1117732,parking
519,node,315103613,37.4467244,-122.1505734,school
520,node,315165424,37.3178208,-121.8446909,Unlisted
521,node,315190362,37.3822877,-122.1309321,school
522,node,315336736,37.3706698,-122.0882652,parking
523,node,315337276,37.3704849,-122.0875951,place_of_worship
524,node,315340698,37.362422,-122.0813177,school
525,node,315341412,37.3803533,-122.1119093,toilets
526,node,315403377,37.3337153,-121.922171,place_of_worship
527,node,315403424,37.3343909,-121.9220048,parking
528,node,315403563,37.3351436,-121.9215913,parking
529,node,315403813,37.3348625,-121.9129111,school
530,node,315422215,37.2391009,-122.0683354,school
531,node,315431430,37.4779732,-121.9508323,bench
532,node,315431436,37.463342,-121.9376843,bench
533,node,315462762,37.406052,-121.8568998,school
534,node,315658172,37.3568776,-122.0709981,parking
535,node,315666351,37.3322744,-121.9291729,toilets
536,node,315666593,37.3313316,-121.9281069,toilets
537,node,315667687,37.3277971,-121.9303566,drinking_water
538,node,315668990,37.3320979,-121.9282345,fountain
539,node,315669147,37.3757797,-122.06372,parking
540,node,315682672,37.4390485,-121.9599138,parking
541,node,315931473,37.3256566,-121.852886,parking
542,node,315932590,37.3022071,-121.8505286,community_centre
543,node,315937212,37.3060184,-121.8543554,parking
544,node,315986984,37.3406041,-121.8806386,fuel
545,node,315993263,37.375743,-122.1190051,parking
546,node,315998560,37.2228065,-121.8542663,parking
547,node,315999702,37.2444082,-121.8714656,parking
548,node,316000860,37.3775792,-122.1177536,fuel
549,node,316006871,37.2194403,-121.8501824,school
550,node,316007302,37.2219497,-121.8694178,parking
551,node,316007308,37.2212327,-121.8701353,school
552,node,316007433,37.2291531,-121.8746792,place_of_worship
553,node,316007468,37.2286132,-121.8743359,parking
554,node,316008231,37.2390318,-121.8699743,parking
555,node,316008650,37.2379229,-121.8400638,school
556,node,316008924,37.2442854,-121.8593758,school
557,node,316008925,37.2458347,-121.8597498,school
558,node,316011669,37.3752633,-122.0640783,parking
559,node,316012100,37.425642,-122.073332,parking
560,node,316015464,37.3892001,-121.9036828,school
561,node,316057091,37.459,-122.1052357,toilets
562,node,316478337,37.3048369,-121.8086928,school
563,node,316842184,37.4454641,-122.1327597,post_box
564,node,317709443,37.3967396,-122.0109898,parking
565,node,318531014,37.307066,-122.0604655,parking
566,node,319085675,37.3373814,-122.0014884,parking
567,node,319089810,37.3356332,-121.9970393,parking
568,node,319118465,37.3350742,-121.9982654,parking
569,node,319433605,37.4274078,-122.2005707,school
570,node,319433634,37.4274561,-122.2033844,school
571,node,319433665,37.42853,-122.2024025,school
572,node,319872112,37.3615773,-122.099352,parking
573,node,319872177,37.3594011,-122.0985881,parking
574,node,320095857,37.2564283,-121.977472,parking
575,node,320096136,37.2675755,-121.9892755,school
576,node,320096723,37.263362,-121.995093,school
577,node,320096845,37.2668115,-122.0136239,college
