,location_type,osmid,location_lat,location_long,tags
96,node,281652582,37.7644692,-122.4062963,post_box
97,node,281652584,37.7683433,-122.4066637,post_box
98,node,281652595,37.7686563,-122.4123915,parking
99,node,281652599,37.7511799,-122.4107193,post_box
100,node,281652602,37.7686814,-122.4146023,parking
101,node,281652606,37.7686103,-122.4157692,post_box
102,node,281652616,37.766838,-122.4156342,pub
103,node,281652631,37.7636083,-122.4150594,post_box
104,node,281652642,37.7595434,-122.4141826,school
105,node,281652660,37.7589793,-122.4145841,post_box
106,node,281652922,37.7542205,-122.4141272,post_box
107,node,281652928,37.7481508,-122.4148323,post_box
108,node,281652933,37.7587423,-122.4156655,pub
109,node,281652956,37.7679603,-122.4165674,parking
110,node,281652960,37.7656517,-122.4107201,post_box
111,node,281652961,37.7654664,-122.4121048,post_box
112,node,281652962,37.7632862,-122.4079125,pub
113,node,281652965,37.7621879,-122.4148458,post_box
114,node,281658251,37.7691518,-122.4701039,bicycle_parking
115,node,284232171,37.7991536,-122.4390163,restaurant
116,node,286131029,37.8046226,-122.4333382,parking
117,node,286132370,37.7995505,-122.4370481,restaurant
118,node,286898816,37.7473791,-122.4138441,school
119,node,286898817,37.7471893,-122.4137182,post_box
120,node,286898818,37.7460175,-122.4178138,post_box
121,node,286898821,37.7450661,-122.4134522,post_box
122,node,288981410,37.7503041,-122.422931,post_box
123,node,288981417,37.7455726,-122.4196758,post_box
124,node,288981420,37.7422353,-122.4195052,post_box
125,node,288981426,37.7521732,-122.4177698,parking
126,node,293573360,37.7900864,-122.4339295,cafe
127,node,293573361,37.7923271,-122.4346848,cafe
128,node,293573456,37.7908094,-122.4326691,parking
129,node,293580989,37.8041906,-122.4489764,parking
130,node,293820638,37.7734505,-122.3877025,parking
131,node,295082904,37.7649242,-122.4243046,pub
132,node,295083056,37.7646257,-122.4239612,post_box
133,node,295083057,37.764585,-122.4243389,fuel
134,node,297836932,37.7442427,-122.4271176,place_of_worship
135,node,297842063,37.8003372,-122.4015293,post_box
136,node,297842075,37.799442,-122.4013405,post_box
137,node,297842102,37.8012934,-122.401701,post_box
138,node,297842195,37.7977397,-122.399787,post_box
139,node,297843527,37.7953697,-122.3951027,fountain
140,node,298086258,37.7889604,-122.4083142,nightclub
141,node,298606977,37.7669434,-122.5078902,parking
142,node,298940468,37.7627783,-122.3907542,post_box
143,node,298940477,37.7552177,-122.3890986,post_box
144,node,300459422,37.7686364,-122.3899205,parking
145,node,300459891,37.7696693,-122.38569,parking
146,node,300781446,37.8083367,-122.4174022,restaurant
147,node,301505501,37.7793466,-122.3902045,bus_station
148,node,302034422,37.7732083,-122.3935796,drinking_water
149,node,302034423,37.7731798,-122.3936433,toilets
150,node,302034424,37.7731652,-122.3934778,bicycle_parking
151,node,302034923,37.7677135,-122.3910052,post_box
152,node,302448211,37.7647708,-122.4224623,pub
153,node,302448629,37.768083,-122.424584,restaurant
154,node,302448702,37.7680883,-122.4245439,post_box
155,node,302449219,37.7647314,-122.4229831,restaurant
156,node,302482492,37.7842265,-122.501833,toilets
157,node,302730242,37.8083005,-122.4123413,parking
158,node,302742486,37.7841847,-122.4035628,cinema
159,node,302742490,37.7842558,-122.4010113,conference_centre
160,node,303232856,37.7401241,-122.3760511,parking
161,node,303760853,37.7706091,-122.3896581,university
162,node,303877643,37.772233,-122.509026,parking
163,node,306530945,37.8000383,-122.4041321,post_box
164,node,306705823,37.7816535,-122.4953419,parking
165,node,306705827,37.7819566,-122.4947758,parking
166,node,307105631,37.7869818,-122.3881657,parking
167,node,309032315,37.7762596,-122.5118262,parking
168,node,310977798,37.8067506,-122.4355004,parking
169,node,310982003,37.8058201,-122.4316524,parking
170,node,310982067,37.8066678,-122.4299961,parking
171,node,310984998,37.8085178,-122.4143166,parking
172,node,311436484,37.8228245,-122.3753872,parking
173,node,311436525,37.8204113,-122.3717745,parking
174,node,311710625,37.8029254,-122.4061749,Unlisted
175,node,313267492,37.7981121,-122.426657,school
176,node,313267841,37.750688,-122.4097867,school
177,node,313869715,37.7259566,-122.478818,university
178,node,313890230,37.7237659,-122.4953859,parking
179,node,313890459,37.7291187,-122.4936431,parking
180,node,314132439,37.6988885,-122.4821626,parking
181,node,314816518,37.7612525,-122.3987258,school
182,node,315079703,37.7317601,-122.386164,school
183,node,315079718,37.7323507,-122.3859237,parking
184,node,315341274,37.768642,-122.3936773,parking
185,node,315341278,37.7704752,-122.3917401,parking
186,node,315342921,37.7728466,-122.3988349,parking
187,node,315349366,37.7823848,-122.507817,Unlisted
188,node,315349373,37.7837004,-122.506814,Unlisted
189,node,315358371,37.7872599,-122.4906968,parking
190,node,315360329,37.7884289,-122.4819032,parking
191,node,315362287,37.7824567,-122.4835945,parking
192,node,315368047,37.7721528,-122.5110149,parking
193,node,315369292,37.7649391,-122.5105265,parking
194,node,315369463,37.7690354,-122.5101266,parking
195,node,315373457,37.7349971,-122.5070257,parking
196,node,315407287,37.7367916,-122.4826239,parking
197,node,315410632,37.7338243,-122.4909491,parking
198,node,315411006,37.7336386,-122.4908679,bank
199,node,315412591,37.7283233,-122.4824959,parking
200,node,315412665,37.72736,-122.4834598,parking
201,node,315417749,37.7146131,-122.5028187,parking
202,node,315424729,37.7259326,-122.4828072,university
203,node,315424842,37.7241778,-122.4813454,parking_entrance
204,node,315432850,37.7485915,-122.4542961,parking
205,node,315727321,37.7119945,-122.4283165,parking
206,node,317059782,37.802501,-122.405996,toilets
207,node,317077257,37.7776808,-122.3892315,bicycle_parking
208,node,317081419,37.7821743,-122.4059239,post_box
209,node,317081440,37.7850265,-122.4051953,parking
210,node,317081471,37.7813806,-122.4052372,post_box
211,node,317081508,37.779038,-122.4020376,post_box
212,node,317081517,37.7813602,-122.404903,telephone
213,node,317081520,37.7866608,-122.4098716,post_box
214,node,317081528,37.7857263,-122.4070667,restaurant
215,node,317081537,37.7855887,-122.4075592,post_box
216,node,317081556,37.7843325,-122.4078294,toilets
217,node,317081568,37.7781399,-122.3966186,post_box
218,node,317081590,37.7802816,-122.4031258,post_box
219,node,317081594,37.7869457,-122.4098974,telephone
220,node,317081637,37.7798017,-122.3980556,fuel
221,node,317081646,37.7861996,-122.409554,post_box
222,node,317081652,37.7854639,-122.4071525,restaurant
223,node,317081655,37.7793997,-122.4021559,telephone
224,node,317081657,37.7876516,-122.4074045,bicycle_parking
225,node,317081660,37.7793745,-122.3981292,post_box
226,node,317081666,37.7862572,-122.4086732,bar
227,node,317090713,37.7814577,-122.3942064,bench
228,node,317090719,37.7814152,-122.3943502,bench
229,node,317122926,37.7904158,-122.4060982,parking
230,node,317124777,37.7760504,-122.3939636,fast_food
231,node,317124778,37.7753882,-122.3932007,library
232,node,317124780,37.7786039,-122.387656,bicycle_parking
233,node,317124783,37.7797015,-122.3877718,bicycle_parking
234,node,317124793,37.7814263,-122.387807,restaurant
235,node,317124795,37.7813705,-122.387817,telephone
236,node,317124800,37.7819219,-122.387865,restaurant
237,node,317124802,37.782374,-122.391681,cafe
238,node,317124805,37.7817082,-122.3942534,restaurant
239,node,317124806,37.7816118,-122.3943834,restaurant
240,node,317124807,37.7806759,-122.3946934,fuel
241,node,317124809,37.780165,-122.3946256,fast_food
242,node,317124810,37.779906,-122.3943218,pub
243,node,317124811,37.7796465,-122.39465,restaurant
244,node,317124812,37.7795947,-122.3951729,cafe
245,node,317124819,37.7777249,-122.395975,cafe
246,node,317124821,37.7752954,-122.3974181,post_box
247,node,317129195,37.7769972,-122.3936898,cafe
248,node,317129230,37.7769117,-122.393795,bank
249,node,317135018,37.7904427,-122.3933961,bus_station
250,node,317353250,37.7458359,-122.4334088,bench
251,node,318178962,37.7436412,-122.4741181,parking
252,node,318215003,37.7349321,-122.5059478,parking
253,node,318304424,37.7181761,-122.4729103,fuel
254,node,318306576,37.7054959,-122.4690579,parking
255,node,318307408,37.7075358,-122.4683124,parking
256,node,318307620,37.7072507,-122.4706831,parking
257,node,318312719,37.7177867,-122.4427831,fuel
258,node,318784428,37.7087485,-122.4512722,parking
259,node,319020714,37.7664478,-122.4222039,restaurant
260,node,320091347,37.7995103,-122.4105763,restaurant
261,node,323661552,37.7061649,-122.4196818,events_centre
262,node,323662679,37.706874,-122.4210129,parking
263,node,329576893,37.8013563,-122.4103632,place_of_worship
264,node,331102959,37.8071633,-122.4072036,parking
265,node,331388380,37.7988093,-122.4138034,post_box
266,node,331389010,37.7986305,-122.4073519,cafe
267,node,331389382,37.7995427,-122.4072822,restaurant
268,node,331665706,37.7998993,-122.4070903,restaurant
269,node,331665816,37.7998833,-122.4069896,restaurant
270,node,331666407,37.7977838,-122.4052952,restaurant
271,node,331669189,37.7988431,-122.4029244,school
272,node,331670292,37.8018699,-122.4063604,school
273,node,331675911,37.8002363,-122.4090363,restaurant
274,node,332030811,37.8007405,-122.4527166,parking
275,node,332032021,37.7996773,-122.4526293,parking
276,node,332032272,37.80234,-122.4528778,parking
277,node,332033325,37.8035242,-122.4586915,parking
278,node,332730973,37.786217,-122.4531914,cafe
279,node,332730993,37.7866119,-122.4504574,cafe
280,node,332730996,37.7866209,-122.4504119,restaurant
281,node,332744171,37.7933356,-122.441449,post_box
282,node,332744173,37.7915438,-122.4412398,post_box
283,node,332744179,37.789649,-122.4406511,post_box
284,node,332744186,37.7881468,-122.4406231,post_box
285,node,332744191,37.7868205,-122.450975,post_box
286,node,332744198,37.7869851,-122.4483347,post_box
287,node,332744202,37.7886675,-122.4438583,post_box
288,node,332786641,37.7883378,-122.4593118,post_box
289,node,332786658,37.7920836,-122.4587634,parking
290,node,332787282,37.7883103,-122.446709,cinema
291,node,332787283,37.7881122,-122.4467909,restaurant
292,node,332787308,37.7870938,-122.4563869,cafe
293,node,334971920,37.7982247,-122.4085921,pharmacy
294,node,334973993,37.7994006,-122.4086568,bank
295,node,334975285,37.7996508,-122.4088922,bank
296,node,334976777,37.7996803,-122.4087027,restaurant
297,node,335440990,37.7980515,-122.4044179,parking
298,node,335443049,37.7935766,-122.403101,bank
299,node,335444374,37.7908808,-122.4024914,cafe
300,node,335444675,37.7899212,-122.4020122,bank
301,node,339232789,37.7726999,-122.4598147,arts_centre
302,node,340235848,37.7887072,-122.4017681,bank
303,node,343511438,37.769675,-122.4683905,theatre
304,node,343515201,37.7695739,-122.4692602,parking
305,node,343515482,37.7696247,-122.4679443,parking
306,node,343556982,37.7684947,-122.4970401,parking
307,node,343568758,37.7694368,-122.4931119,toilets
308,node,343572506,37.7725476,-122.4608202,toilets
309,node,344975908,37.782448,-122.3925769,pub
310,node,345507520,37.7694028,-122.4677172,parking_entrance
311,node,346515234,37.7692653,-122.4946879,stable
312,node,346525699,37.7775115,-122.4551258,Unlisted
313,node,346585378,37.7812256,-122.4062574,pub
314,node,346585657,37.7824703,-122.4077562,cafe
315,node,351963628,37.7866169,-122.414982,cafe
316,node,356618598,37.7705267,-122.4030173,parking
317,node,356697559,37.7358318,-122.4794934,music_venue
318,node,358116917,37.7263814,-122.4762258,fast_food
319,node,358160767,37.7638385,-122.4589767,library
320,node,358760901,37.7537079,-122.4384815,school
321,node,358761032,37.7802073,-122.4463603,school
322,node,358762994,37.7106428,-122.4006765,school
323,node,358764041,37.7246535,-122.417749,place_of_worship
324,node,358765192,37.7548796,-122.4265221,school
325,node,358766258,37.7349307,-122.4008042,school
326,node,358766262,37.7774296,-122.4410824,school
327,node,358766373,37.8037507,-122.4243753,school
328,node,358766707,37.792429,-122.4255268,school
329,node,358766787,37.7924291,-122.4444159,school
330,node,358766976,37.7101499,-122.4340763,school
331,node,358767935,37.7304863,-122.379415,school
332,node,358768537,37.7369365,-122.4215447,school
333,node,358768991,37.7303351,-122.4861565,school
334,node,358769656,37.7749296,-122.4341379,school
335,node,358769706,37.7104876,-122.4471941,school
336,node,358769908,37.7185465,-122.4262814,school
337,node,358770744,37.7021543,-122.4135826,school
338,node,358770978,37.7254741,-122.4302537,school
339,node,358771812,37.7570398,-122.4126788,school
340,node,358772081,37.7028393,-122.4920078,school
341,node,358772172,37.7163209,-122.4669165,school
342,node,358772496,37.7365975,-122.4133043,school
343,node,358772582,37.706544,-122.4503119,school
344,node,358774437,37.7120408,-122.4732099,school
345,node,358775112,37.7143161,-122.4595674,school
346,node,358776525,37.7538379,-122.3994578,school
347,node,358778181,37.699377,-122.4599723,school
348,node,358778506,37.7608731,-122.3962464,school
349,node,358778657,37.7052352,-122.4794268,school
350,node,358803209,37.7704381,-122.4226263,place_of_worship
351,node,358803214,37.7747236,-122.4414678,place_of_worship
352,node,358803226,37.7921718,-122.4138647,school
353,node,358803230,37.7916368,-122.4139404,place_of_worship
354,node,358803237,37.790207,-122.4463604,place_of_worship
355,node,358803242,37.79104,-122.4060821,university
356,node,358803243,37.7546523,-122.4199709,school
357,node,358803269,37.7852092,-122.4232955,place_of_worship
358,node,358803316,37.7879089,-122.4033368,fountain
359,node,358803323,37.7892484,-122.4024578,library
360,node,358803337,37.7879847,-122.4271935,place_of_worship
361,node,358803343,37.7931024,-122.4071833,school
362,node,358803351,37.7974288,-122.4121502,place_of_worship
363,node,358803353,37.7780026,-122.430938,place_of_worship
364,node,358803374,37.7877204,-122.4213653,place_of_worship
365,node,358803375,37.7798212,-122.4267343,place_of_worship
366,node,358803384,37.7460417,-122.4380266,place_of_worship
367,node,358803458,37.7948868,-122.4325428,school
368,node,358803467,37.7732628,-122.4146932,place_of_worship
369,node,358803472,37.7882624,-122.4246934,place_of_worship
370,node,358803485,37.7810161,-122.4141316,place_of_worship
371,node,358803505,37.7335418,-122.3888596,place_of_worship
372,node,358803515,37.7563195,-122.5055275,place_of_worship
373,node,358803530,37.7882624,-122.4274713,school
374,node,358803532,37.783732,-122.4088701,language_school
375,node,358803569,37.7950612,-122.4082615,place_of_worship
376,node,358803572,37.7868736,-122.4285824,place_of_worship
377,node,358803583,37.7546528,-122.486916,place_of_worship
378,node,358803614,37.7574305,-122.4860827,place_of_worship
379,node,358803648,37.7721273,-122.4239265,school
380,node,358803651,37.7779851,-122.4385824,place_of_worship
381,node,358803670,37.7883346,-122.4397096,nursing_home
382,node,358803685,37.7927068,-122.4224712,place_of_worship
383,node,358803731,37.7827071,-122.4244156,school
384,node,358803734,37.7765963,-122.4410824,place_of_worship
385,node,358803743,37.790653,-122.406507,school
386,node,358803750,37.7911995,-122.4221469,place_of_worship
387,node,358803754,37.7770097,-122.443557,place_of_worship
388,node,358803774,37.7193763,-122.4719165,place_of_worship
389,node,358803777,37.8035397,-122.4196935,place_of_worship
390,node,358803779,37.7260424,-122.4324714,school
391,node,358804496,37.7756027,-122.4968419,place_of_worship
392,node,358804499,37.7335418,-122.3891374,place_of_worship
393,node,358804501,37.7953978,-122.4052842,place_of_worship
394,node,358804507,37.7944211,-122.4098038,place_of_worship
395,node,358804510,37.7940956,-122.4205267,place_of_worship
396,node,358804539,37.7750434,-122.4662264,place_of_worship
397,node,358804544,37.7574305,-122.4805271,place_of_worship
398,node,358804549,37.7226986,-122.4441399,place_of_worship
399,node,358804567,37.7533282,-122.4927608,place_of_worship
400,node,358804582,37.7691009,-122.4333745,place_of_worship
401,node,358804587,37.7342846,-122.4919071,place_of_worship
402,node,358804595,37.7424329,-122.4937196,place_of_worship
403,node,358804599,37.7760406,-122.4291379,place_of_worship
404,node,358804608,37.7235427,-122.4569162,place_of_worship
405,node,358804626,37.7307539,-122.4754281,place_of_worship
406,node,358804637,37.7910402,-122.4433048,place_of_worship
407,node,358804640,37.776541,-122.4265578,place_of_worship
408,node,358804646,37.7753312,-122.4679979,place_of_worship
409,node,358804698,37.7836504,-122.444018,place_of_worship
410,node,358804712,37.7474303,-122.4138597,school
411,node,358804715,37.7952067,-122.4246935,school
412,node,358804766,37.723265,-122.4619163,place_of_worship
413,node,358804772,37.7607638,-122.5030274,place_of_worship
414,node,358804784,37.7882624,-122.4249712,place_of_worship
415,node,358804799,37.7920325,-122.4223078,place_of_worship
416,node,358804822,37.7579854,-122.389415,place_of_worship
417,node,358804826,37.7309286,-122.4790157,place_of_worship
418,node,358804828,37.7902349,-122.4463583,place_of_worship
419,node,358804831,37.7118925,-122.4728363,place_of_worship
420,node,358804836,37.7988176,-122.4102489,place_of_worship
421,node,358804888,37.7938178,-122.4188601,school
422,node,358804896,37.7921513,-122.4394159,school
423,node,358804909,37.7535418,-122.4960828,place_of_worship
424,node,358804912,37.7561263,-122.4786436,place_of_worship
425,node,358804916,37.7538621,-122.4897043,place_of_worship
426,node,358804918,37.7566126,-122.5021625,place_of_worship
427,node,358804921,37.7554577,-122.4968132,place_of_worship
428,node,358804944,37.7967218,-122.4115998,place_of_worship
429,node,358804965,37.7980337,-122.3986573,post_office
430,node,358804982,37.779131,-122.4675962,place_of_worship
431,node,358804984,37.7792107,-122.4675672,school
432,node,358805030,37.7975205,-122.4336111,college
433,node,358805033,37.7935281,-122.4080293,school
434,node,358805043,37.709504,-122.4085023,place_of_worship
435,node,358805047,37.79554,-122.4094713,school
436,node,358805049,37.7955734,-122.4094786,place_of_worship
437,node,358805051,37.7885986,-122.4291488,place_of_worship
438,node,358805057,37.792643,-122.4179019,place_of_worship
439,node,358805065,37.7738625,-122.4327607,place_of_worship
440,node,358805067,37.8058535,-122.4274497,place_of_worship
441,node,358805071,37.7629855,-122.419971,place_of_worship
442,node,358805081,37.774374,-122.4377491,place_of_worship
443,node,358805084,37.7839876,-122.4439445,place_of_worship
444,node,358805091,37.7727642,-122.449022,place_of_worship
445,node,358805101,37.764543,-122.4255265,place_of_worship
446,node,358805109,37.7735277,-122.4683049,place_of_worship
447,node,358805119,37.7949288,-122.4094155,place_of_worship
448,node,358805131,37.7812129,-122.4127669,place_of_worship
449,node,358805134,37.7429864,-122.4566381,place_of_worship
450,node,358805143,37.7538386,-122.4232097,place_of_worship
451,node,358805149,37.7341565,-122.4272328,place_of_worship
452,node,358805152,37.7930713,-122.4072092,school
453,node,358805155,37.7930242,-122.4072039,school
454,node,358805169,37.7445232,-122.4291781,school
455,node,358805171,37.7517552,-122.4361495,place_of_worship
456,node,358805175,37.7516941,-122.4361495,school
457,node,358805179,37.7615171,-122.3971741,place_of_worship
458,node,358805186,37.8013175,-122.4105267,school
459,node,358805211,37.7775209,-122.4638945,place_of_worship
460,node,358805216,37.7605311,-122.3980109,university
461,node,358805223,37.7138373,-122.4615941,place_of_worship
462,node,358805227,37.7516219,-122.4047153,school
463,node,358805232,37.7335418,-122.3888596,place_of_worship
464,node,358805240,37.7138209,-122.4588609,place_of_worship
465,node,358805243,37.7232648,-122.4369159,school
466,node,358805254,37.7779851,-122.4296934,place_of_worship
467,node,358805257,37.736875,-122.3985819,place_of_worship
468,node,358805272,37.7279864,-122.380804,place_of_worship
469,node,358805275,37.774995,-122.4338305,school
470,node,358805304,37.7927068,-122.4333047,school
471,node,358805320,37.7804851,-122.4460825,school
472,node,358805336,37.79354,-122.4080266,school
473,node,358805338,37.7096543,-122.4483052,school
474,node,358805342,37.7174317,-122.4416384,school
475,node,358805392,37.7821677,-122.4113713,theatre
476,node,358805513,37.7752074,-122.441638,place_of_worship
477,node,358805515,37.7138207,-122.4349716,place_of_worship
478,node,358805518,37.7852098,-122.4116459,place_of_worship
479,node,358830404,37.6988215,-122.459139,school
480,node,358830424,37.698544,-122.4880284,school
481,node,358830431,37.7071184,-122.4383865,school
482,node,358830564,37.704514,-122.4579607,place_of_worship
483,node,358830592,37.7049323,-122.4555276,place_of_worship
484,node,358830612,37.7029881,-122.4644167,place_of_worship
485,node,358830616,37.70771,-122.4552499,post_office
486,node,358855325,37.7288889,-122.3925,post_office
487,node,358855329,37.7442585,-122.4216677,post_office
488,node,358855332,37.7938952,-122.4080329,post_office
489,node,358855339,37.7608371,-122.43741,post_office
490,node,358855342,37.7212182,-122.4380828,post_office
491,node,358855346,37.7941667,-122.3958333,post_office
492,node,358855349,37.7805556,-122.4802778,post_office
493,node,358855355,37.7324989,-122.4907297,post_office
494,node,358855358,37.7997929,-122.4352048,post_office
495,node,358855362,37.7268815,-122.4031604,post_office
496,node,358855368,37.7512114,-122.4336178,post_office
497,node,358855370,37.8009696,-122.4091792,post_office
498,node,358855380,37.7899279,-122.4192461,post_office
499,node,358855383,37.7919866,-122.3919984,post_office
500,node,358855386,37.7839348,-122.4335835,post_office
501,node,358855392,37.7122222,-122.4058333,post_office
502,node,358855395,37.7376642,-122.4691782,post_office
503,node,358857167,37.7699748,-122.4484859,clinic
504,node,358857180,37.7540229,-122.3988302,doctors
505,node,358857186,37.7494444,-122.4333333,college
506,node,358857188,37.800806,-122.4150871,college
507,node,358857198,37.8067218,-122.4318093,college
508,node,358857201,37.7740772,-122.4469036,college
509,node,358857204,37.755,-122.42,college
510,node,358858483,37.7794901,-122.4142082,college
511,node,358858684,37.8077859,-122.4095315,school
512,node,358893271,37.7403703,-122.4236096,fuel
513,node,359097697,37.7993099,-122.4022963,parking
514,node,359102785,37.7992824,-122.3993734,parking
515,node,359104925,37.7994605,-122.3975055,restaurant
516,node,359105088,37.7989315,-122.3969752,toilets
517,node,359105628,37.7980051,-122.3954339,parking
518,node,360412170,37.744327,-122.4275699,place_of_worship
519,node,360415938,37.7440183,-122.4273735,school
520,node,360423162,37.7398929,-122.424934,school
521,node,360450263,37.7511207,-122.4383271,cafe
522,node,360451646,37.7511229,-122.4382091,restaurant
523,node,360455050,37.7512836,-122.4330659,parking
524,node,360463846,37.7485992,-122.4269982,cafe
525,node,360464146,37.7490403,-122.4270583,restaurant
526,node,360464463,37.7492082,-122.4270599,cafe
527,node,360466221,37.7496195,-122.4337923,school
528,node,360466463,37.7496647,-122.4329548,school
529,node,360892281,37.7503038,-122.4352369,library
530,node,361100877,37.7080093,-122.399613,recycling
531,node,364492543,37.7118234,-122.3813399,parking
532,node,364753069,37.7825167,-122.5066104,parking
533,node,364758100,37.7822079,-122.5035401,parking
534,node,364758183,37.7828897,-122.5037797,parking
535,node,364825950,37.7876959,-122.4075469,parking
536,node,365480082,37.8029399,-122.4015514,fountain
537,node,365489125,37.7966589,-122.3948945,cafe
538,node,365489363,37.7959598,-122.3940133,ice_cream
539,node,365489410,37.7955873,-122.3936671,cafe
540,node,365489472,37.7957238,-122.3933421,cafe
541,node,365489480,37.7955496,-122.3931929,fast_food
542,node,365489481,37.7954547,-122.3931072,restaurant
543,node,365489492,37.79537,-122.3932158,cafe
544,node,365490407,37.7961502,-122.3941821,ice_cream
545,node,365491035,37.7963333,-122.3938817,restaurant
546,node,365491056,37.7960191,-122.3936029,restaurant
547,node,365491382,37.7951803,-122.3928346,cafe
548,node,366696563,37.7994783,-122.4084162,restaurant
549,node,366699257,37.7991508,-122.4087764,restaurant
550,node,366700371,37.7991894,-122.409122,cafe
551,node,366700768,37.799348,-122.4095805,parking
552,node,366701342,37.800326,-122.409326,restaurant
553,node,366703620,37.8014859,-122.4095533,restaurant
554,node,366704003,37.8004918,-122.4098523,toilets
555,node,366706184,37.7988408,-122.4075922,place_of_worship
556,node,366708644,37.7985431,-122.4066041,parking
557,node,366710420,37.7976427,-122.4059901,pub
558,node,366711368,37.7975454,-122.4059615,pub
559,node,366713190,37.7982178,-122.4063692,pub
